PCL_ID,ROAD,JUNCTION,POI_DENSIT,POP_DENSIT,MIXTURE,AMENITIES,ACCESSIBIL,A_TRANSPOR,A_AMENETIE,GDP,TERTIARY,INCOME,CITY_LEVEL,BUS,EDU,GOV,CVS,DCENTER,DSUBC,DRAIL,DTRAN,DGREEN,DMALL,DHOSPITAL,Y_DP_COMME,Y_LN_DP_CO,Y_HOUSINGP,Y_WEIBO,E_NAME,CITYID 
147078,5960.01,36,37,3972,1.56055,3.5,6.139,3.581,7.162,78047.0,75.51,66458.7,5,10,2.0,0,2.0,24.413,2.236,4.0,3.162,5.0,3.162,1.0,45,3.807,53098.0,3,Beijing,1
147079,4316.85,22,0,5345,-1.0,0.5,5.593,2.618,6.784,78047.0,75.51,66458.7,5,1,0.0,0,1.0,23.854,1.414,3.0,2.236,5.0,2.236,1.414,3,1.099,53098.0,58,Beijing,1
147080,4328.0,8,2,5345,0.0,1.5,4.946,1.707,6.242,78047.0,75.51,66458.7,5,6,0.0,0,0.0,23.324,1.0,2.0,1.414,4.472,1.414,1.0,8,2.079,53098.0,138,Beijing,1
147081,11256.4,88,47,9615,1.06549,4.75,4.48,1.0,5.873,78047.0,75.51,66458.7,5,12,7.0,0,0.0,22.825,0.0,1.0,1.0,4.123,1.0,1.414,4,1.386,48421.0,23,Beijing,1
147082,11474.3,77,37,9615,1.73042,5.75,4.194,0.5,5.672,78047.0,75.51,66458.7,5,20,2.0,1,0.0,22.361,0.0,0.0,1.0,4.0,0.0,2.0,82,4.407,48421.0,125,Beijing,1
147083,14726.4,114,65,9615,1.00198,8.25,4.151,0.5,5.611,78047.0,75.51,66458.7,5,30,2.0,0,1.0,21.932,0.0,1.0,0.0,4.123,1.0,1.0,108,4.682,48421.0,104,Beijing,1
147084,15179.5,134,119,9615,1.72381,3.5,4.204,1.0,5.485,78047.0,75.51,66458.7,5,4,8.0,0,2.0,21.541,0.0,1.0,1.0,4.472,1.414,0.0,843,6.737,48421.0,454,Beijing,1
147085,14824.7,128,98,9615,1.72434,19.0,4.372,0.707,5.838,78047.0,75.51,66458.7,5,49,5.0,0,22.0,21.19,1.0,0.0,1.414,5.0,1.0,1.0,389,5.964,48421.0,1277,Beijing,1
147086,14987.6,105,112,9615,1.72261,17.5,3.846,1.0,4.985,78047.0,75.51,66458.7,5,57,5.0,0,8.0,19.925,0.0,1.0,1.0,5.0,0.0,0.0,1134,7.034,48421.0,264,Beijing,1
147087,19690.2,182,176,9615,1.6834,16.75,3.741,1.207,4.754,78047.0,75.51,66458.7,5,44,15.0,0,8.0,19.647,0.0,1.414,1.0,4.123,0.0,0.0,2194,7.693,48421.0,374,Beijing,1
147088,17119.8,122,92,11232,1.30695,17.5,3.511,0.5,4.716,78047.0,75.51,66458.7,5,55,12.0,0,3.0,19.416,0.0,1.0,0.0,3.162,1.0,0.0,1575,7.362,45360.0,275,Beijing,1
147089,13176.0,119,167,11232,1.90388,20.0,3.555,0.707,4.694,78047.0,75.51,66458.7,5,63,9.0,4,4.0,19.235,1.0,1.414,0.0,2.236,0.0,1.0,1519,7.326,45360.0,323,Beijing,1
147090,5469.32,35,17,11232,0.891827,4.75,4.024,1.618,4.987,78047.0,75.51,66458.7,5,16,0.0,0,3.0,19.105,2.0,2.236,1.0,1.414,1.0,1.414,138,4.927,45360.0,236,Beijing,1
147091,8895.9,49,33,11232,1.07799,2.0,4.147,2.0,5.005,78047.0,75.51,66458.7,5,5,2.0,0,1.0,19.026,3.0,2.0,2.0,1.0,1.0,1.0,18,2.89,45360.0,81,Beijing,1
147092,3619.79,19,43,11232,1.60352,4.5,3.975,1.0,5.166,78047.0,75.51,66458.7,5,11,5.0,1,1.0,19.0,4.0,1.0,1.0,1.414,1.414,0.0,50,3.912,45360.0,118,Beijing,1
147093,11938.7,72,59,11232,1.68781,17.0,3.895,0.0,5.452,78047.0,75.51,66458.7,5,60,7.0,0,1.0,19.026,5.0,0.0,0.0,2.236,1.0,0.0,1016,6.924,45360.0,677,Beijing,1
147094,5068.49,24,46,11232,1.54324,7.25,4.276,1.0,5.587,78047.0,75.51,66458.7,5,23,4.0,0,2.0,19.105,6.0,1.0,1.0,2.828,0.0,0.0,644,6.468,45360.0,424,Beijing,1
147095,7586.14,39,93,5989,1.31413,10.75,4.782,2.0,5.894,78047.0,75.51,66458.7,5,38,3.0,0,2.0,19.235,7.0,2.0,2.0,2.236,1.0,0.0,1696,7.436,80000.0,269,Beijing,1
147096,4145.8,10,6,5989,0.596739,0.75,5.38,2.914,6.366,78047.0,75.51,66458.7,5,0,0.0,0,3.0,19.416,8.0,3.0,2.828,2.0,1.414,1.0,909,6.812,80000.0,60,Beijing,1
147098,6273.07,20,10,702,0.834497,1.5,6.367,3.207,7.63,78047.0,75.51,66458.7,5,0,1.0,0,5.0,19.925,10.0,5.0,1.414,2.828,3.162,2.236,2,0.693,34467.0,14,Beijing,1
147102,4800.14,25,4,1567,0.473964,0.0,7.081,2.914,8.747,78047.0,75.51,66458.7,5,0,0.0,0,0.0,21.471,11.705,3.0,2.828,6.325,2.0,2.236,1,0.0,38676.0,2,Beijing,1
147103,9834.25,53,18,1567,1.05393,0.75,6.506,2.0,8.308,78047.0,75.51,66458.7,5,2,1.0,0,0.0,21.954,10.77,2.0,2.0,6.403,1.0,1.414,6,1.792,38676.0,20,Beijing,1
147104,13733.1,131,76,1567,1.5112,2.5,5.854,1.0,7.796,78047.0,75.51,66458.7,5,7,2.0,0,1.0,22.472,9.849,1.0,1.0,5.657,0.0,1.0,566,6.339,38676.0,32,Beijing,1
147105,15436.7,139,86,1567,1.72636,11.5,5.626,0.0,7.876,78047.0,75.51,66458.7,5,38,2.0,4,2.0,23.022,8.944,0.0,0.0,5.0,1.0,1.414,2424,7.793,38676.0,278,Beijing,1
147106,8388.99,61,131,2564,1.60207,4.0,5.852,1.0,7.793,78047.0,75.51,66458.7,5,8,0.0,5,3.0,23.601,8.062,1.0,1.0,4.472,1.414,1.414,431,6.066,27059.0,109,Beijing,1
147107,4443.67,20,57,2564,0.970176,3.25,5.708,1.207,7.508,78047.0,75.51,66458.7,5,2,0.0,0,11.0,24.207,7.211,1.414,1.0,4.123,1.0,1.0,168,5.124,27059.0,218,Beijing,1
147108,6827.14,52,28,0,1.71008,4.5,5.582,0.5,7.614,78047.0,75.51,66458.7,5,6,5.0,1,6.0,24.839,6.403,1.0,0.0,4.0,1.414,1.414,1475,7.296,26186.0,481,Beijing,1
147109,0.0,0,0,0,-1.0,0.0,5.872,1.207,7.738,78047.0,75.51,66458.7,5,0,0.0,0,0.0,25.495,5.657,1.414,1.0,4.123,1.414,2.0,107,4.673,26186.0,38,Beijing,1
147110,0.0,0,0,2564,-1.0,0.0,5.84,1.0,7.776,78047.0,75.51,66458.7,5,0,0.0,0,0.0,26.173,5.0,1.0,1.0,4.472,1.0,2.236,3,1.099,27059.0,792,Beijing,1
147111,3426.6,14,2,1780,0.199117,1.5,6.143,1.414,8.034,78047.0,75.51,66458.7,5,6,0.0,0,0.0,26.87,4.472,1.414,1.414,5.0,1.0,2.828,8,2.079,20185.0,21,Beijing,1
147112,9256.61,38,51,1780,0.975234,3.75,6.315,1.618,8.194,78047.0,75.51,66458.7,5,0,0.0,6,9.0,27.586,4.123,2.236,1.0,5.657,0.0,3.606,3,1.099,20185.0,14,Beijing,1
147113,6503.65,24,14,1780,0.429149,0.0,6.78,2.288,8.577,78047.0,75.51,66458.7,5,0,0.0,0,0.0,28.32,4.0,3.162,1.414,6.403,1.0,3.162,7,1.946,20185.0,4,Beijing,1
147114,6466.05,33,45,1612,1.32379,1.25,7.124,3.18,8.701,78047.0,75.51,66458.7,5,2,0.0,0,3.0,29.069,3.606,4.123,2.236,5.831,2.0,3.0,8,2.079,20185.0,0,Beijing,1
147158,3116.03,8,2,2316,0.28264,0.0,11.398,9.319,12.229,78047.0,75.51,66458.7,5,0,0.0,0,0.0,32.65,13.0,15.033,3.606,6.083,8.0,1.414,1,0.0,17391.0,4,Beijing,1
147159,4215.48,15,7,1397,0.0,0.25,10.551,8.432,11.398,78047.0,75.51,66458.7,5,0,0.0,0,1.0,31.89,12.0,14.036,2.828,5.099,7.0,1.0,26,3.258,17391.0,10,Beijing,1
147161,11667.1,74,18,1996,1.30612,0.75,9.181,6.728,10.162,78047.0,75.51,66458.7,5,2,1.0,0,0.0,30.414,10.0,12.042,1.414,3.162,5.0,2.236,5,1.609,17391.0,38,Beijing,1
147167,6282.28,30,18,2526,1.19946,3.25,6.588,5.277,7.113,78047.0,75.51,66458.7,5,6,3.0,0,4.0,26.401,4.0,6.083,4.472,3.162,1.0,1.0,205,5.323,42741.0,10,Beijing,1
147168,6269.89,39,10,2537,0.529536,0.0,6.436,4.352,7.269,78047.0,75.51,66458.7,5,0,0.0,0,0.0,25.807,3.0,5.099,3.606,4.123,2.0,1.414,7,1.946,42741.0,1,Beijing,1
147170,4791.33,23,2,4765,0.672935,0.75,5.704,2.699,6.906,78047.0,75.51,66458.7,5,2,0.0,0,1.0,24.698,1.0,3.162,2.236,5.831,2.0,1.0,1,0.0,53098.0,7,Beijing,1
147172,8093.79,26,13,9615,1.06881,0.75,4.603,1.207,5.961,78047.0,75.51,66458.7,5,0,3.0,0,0.0,23.707,0.0,1.414,1.0,5.099,0.0,1.0,2,0.693,48421.0,21,Beijing,1
147173,10488.7,62,125,9615,1.70957,8.25,4.751,1.0,6.252,78047.0,75.51,66458.7,5,21,7.0,1,4.0,23.259,0.0,1.0,1.0,5.0,1.0,2.0,74,4.304,48421.0,435,Beijing,1
147174,12638.0,110,29,9615,0.885067,6.0,4.682,1.0,6.155,78047.0,75.51,66458.7,5,18,1.0,0,5.0,22.847,0.0,1.0,1.0,5.099,1.414,1.414,7276,8.892,48421.0,364,Beijing,1
147175,10314.8,75,25,9615,1.20026,3.75,4.585,0.0,6.419,78047.0,75.51,66458.7,5,6,4.0,0,5.0,22.472,1.0,0.0,0.0,5.385,2.236,1.0,145,4.977,48421.0,548,Beijing,1
147176,6444.16,32,6,0,0.636393,2.5,4.372,0.707,5.838,78047.0,75.51,66458.7,5,10,0.0,0,0.0,21.19,1.0,0.0,1.414,5.0,1.0,1.0,81,4.394,24615.0,350,Beijing,1
147177,6926.45,28,14,11232,0.845093,2.0,4.609,1.5,5.853,78047.0,75.51,66458.7,5,2,2.0,0,4.0,20.881,1.0,1.0,2.0,5.385,1.0,1.0,12,2.485,45360.0,49,Beijing,1
147178,6933.49,35,5,11232,0.617106,3.75,4.357,1.207,5.618,78047.0,75.51,66458.7,5,11,0.0,0,4.0,20.616,1.0,1.0,1.414,4.472,1.0,1.0,82,4.407,45360.0,164,Beijing,1
147179,2241.01,10,3,5989,0.682963,0.75,4.059,0.5,5.483,78047.0,75.51,66458.7,5,3,0.0,0,0.0,20.396,1.0,0.0,1.0,3.606,1.414,1.0,17,2.833,80000.0,42,Beijing,1
147180,6849.53,39,49,11232,1.08685,1.5,4.126,1.0,5.376,78047.0,75.51,66458.7,5,2,2.0,0,2.0,20.224,1.414,1.0,1.0,2.828,1.0,1.414,129,4.86,45360.0,114,Beijing,1
147181,1801.34,6,4,11232,0.711294,1.75,4.284,1.707,5.314,78047.0,75.51,66458.7,5,2,1.0,0,4.0,20.1,2.236,2.0,1.414,2.236,1.0,1.0,28,3.332,45360.0,144,Beijing,1
147182,2608.92,10,1,11232,0.0,0.75,4.574,2.0,5.603,78047.0,75.51,66458.7,5,2,0.0,0,1.0,20.025,3.162,2.0,2.0,2.0,1.414,1.414,15,2.708,45360.0,52,Beijing,1
147183,3841.01,5,3,11232,0.337716,1.5,4.514,1.0,5.919,78047.0,75.51,66458.7,5,3,0.0,0,3.0,20.0,4.123,1.0,1.0,2.236,2.236,1.0,14,2.639,45360.0,43,Beijing,1
147184,10230.8,68,94,5989,1.41755,12.25,4.338,0.0,6.073,78047.0,75.51,66458.7,5,45,0.0,0,4.0,20.025,5.099,0.0,0.0,2.828,1.414,1.0,179,5.187,80000.0,386,Beijing,1
147185,2801.92,6,1,5989,0.0,1.25,4.827,1.0,6.358,78047.0,75.51,66458.7,5,2,0.0,0,3.0,20.1,6.083,1.0,1.0,3.606,1.0,1.0,948,6.854,80000.0,78,Beijing,1
147186,5492.76,33,74,5989,1.65934,5.25,5.267,2.0,6.574,78047.0,75.51,66458.7,5,10,6.0,1,4.0,20.224,7.071,2.0,2.0,3.162,1.414,1.0,76,4.331,80000.0,178,Beijing,1
147187,4441.43,20,27,5989,1.07103,3.75,5.764,2.618,7.022,78047.0,75.51,66458.7,5,10,2.0,0,3.0,20.396,8.062,3.0,2.236,3.0,2.236,1.414,10,2.303,80000.0,99,Beijing,1
147188,3365.75,24,4,5989,0.575696,4.0,6.187,2.707,7.58,78047.0,75.51,66458.7,5,8,0.0,0,8.0,20.616,9.055,4.0,1.414,3.162,2.828,2.236,1,0.0,80000.0,63,Beijing,1
147189,4043.81,36,8,2081,0.701709,1.5,6.758,3.0,8.261,78047.0,75.51,66458.7,5,2,1.0,0,3.0,20.881,10.05,5.0,1.0,3.606,3.606,3.162,1,0.0,27290.0,22,Beijing,1
147190,6925.6,53,22,2081,1.28255,0.25,7.24,3.4,8.777,78047.0,75.51,66458.7,5,0,1.0,0,0.0,21.19,11.045,5.385,1.414,4.243,4.243,3.162,82,4.407,27290.0,31,Beijing,1
147191,5180.43,29,3,1567,0.0,0.0,7.489,3.618,9.038,78047.0,75.51,66458.7,5,0,0.0,0,0.0,21.541,12.042,5.0,2.236,5.0,3.606,3.0,5,1.609,38676.0,2,Beijing,1
147192,5352.32,30,12,1567,1.28861,1.25,7.63,3.476,9.291,78047.0,75.51,66458.7,5,4,1.0,0,0.0,21.932,12.369,4.123,2.828,5.831,3.162,3.162,564,6.335,38676.0,14,Beijing,1
147193,5614.82,51,20,1567,1.15331,2.0,7.409,3.162,9.107,78047.0,75.51,66458.7,5,2,6.0,0,0.0,22.361,11.402,3.162,3.162,6.708,2.236,2.828,14,2.639,38676.0,28,Beijing,1
147194,9242.22,53,9,1567,0.910215,4.0,6.923,2.236,8.797,78047.0,75.51,66458.7,5,7,0.0,0,9.0,22.825,10.44,2.236,2.236,7.071,1.414,2.236,62,4.127,38676.0,25,Beijing,1
147195,4082.7,18,4,1567,0.920719,0.25,6.435,1.414,8.443,78047.0,75.51,66458.7,5,0,0.0,1,0.0,23.324,9.487,1.414,1.414,6.403,1.0,2.0,19,2.944,38676.0,9,Beijing,1
147196,8605.28,33,31,1567,1.38865,11.0,6.268,1.0,8.376,78047.0,75.51,66458.7,5,27,3.0,3,11.0,23.854,8.544,1.0,1.0,5.831,1.414,2.236,59,4.078,38676.0,47,Beijing,1
147197,4876.76,24,20,2564,1.56699,1.25,6.388,1.414,8.377,78047.0,75.51,66458.7,5,2,1.0,1,1.0,24.413,7.616,1.414,1.414,5.385,2.236,2.236,128,4.852,27059.0,97,Beijing,1
147198,9174.25,77,19,0,0.769897,2.75,6.115,1.0,8.161,78047.0,75.51,66458.7,5,9,0.0,0,2.0,25.0,6.708,1.0,1.0,5.099,2.0,2.0,3,1.099,26186.0,17,Beijing,1
147199,5151.48,65,21,0,1.29347,1.25,5.845,0.0,8.183,78047.0,75.51,66458.7,5,2,0.0,3,0.0,25.612,5.831,0.0,0.0,5.0,2.236,2.236,2179,7.687,26186.0,735,Beijing,1
147200,0.0,0,0,2564,-1.0,0.0,6.202,1.0,8.282,78047.0,75.51,66458.7,5,0,0.0,0,0.0,26.249,5.0,1.0,1.0,5.099,2.236,2.828,3,1.099,27059.0,107,Beijing,1
147201,0.0,0,0,0,-1.0,0.0,6.445,1.707,8.339,78047.0,75.51,66458.7,5,0,0.0,0,0.0,26.907,4.243,2.0,1.414,5.385,2.0,3.162,5,1.609,27906.0,651,Beijing,1
147202,7491.04,45,9,1780,0.271051,1.75,6.468,1.618,8.408,78047.0,75.51,66458.7,5,7,0.0,0,0.0,27.586,3.606,2.236,1.0,5.831,1.414,3.606,5,1.609,20185.0,45,Beijing,1
147203,6401.04,18,6,1780,0.362046,0.0,6.56,1.414,8.618,78047.0,75.51,66458.7,5,0,0.0,0,0.0,28.284,3.162,2.828,0.0,6.403,1.0,4.243,1,0.0,20185.0,20,Beijing,1
147204,7162.06,34,19,1780,1.08515,3.75,6.924,2.303,8.772,78047.0,75.51,66458.7,5,7,1.0,0,7.0,29.0,3.0,3.606,1.0,6.325,1.414,4.123,10,2.303,20185.0,3,Beijing,1
147205,4080.6,24,11,1150,0.916267,4.75,7.124,3.18,8.701,78047.0,75.51,66458.7,5,11,0.0,0,8.0,29.069,3.606,4.123,2.236,5.831,2.0,3.0,4,1.386,20185.0,1,Beijing,1
147277,9999.46,105,168,5989,1.73939,6.75,4.496,1.707,5.611,78047.0,75.51,66458.7,5,16,10.0,0,1.0,21.213,2.236,1.414,2.0,3.606,0.0,1.0,1548,7.345,80000.0,252,Beijing,1
147278,5091.28,36,45,5989,1.60431,3.25,4.508,2.236,5.417,78047.0,75.51,66458.7,5,6,1.0,1,5.0,21.095,2.828,2.236,2.236,3.162,0.0,0.0,296,5.69,80000.0,375,Beijing,1
147279,5471.64,41,9,5989,0.309851,4.5,4.872,2.236,5.926,78047.0,75.51,66458.7,5,12,5.0,0,1.0,21.024,3.606,2.236,2.236,3.0,1.0,1.0,9,2.197,80000.0,101,Beijing,1
147281,3918.86,42,46,5989,1.04774,0.0,5.036,1.0,6.65,78047.0,75.51,66458.7,5,0,0.0,0,0.0,21.024,5.385,1.0,1.0,3.606,2.236,1.0,494,6.203,80000.0,74,Beijing,1
147282,2966.75,13,0,5989,-1.0,0.25,5.398,1.414,6.991,78047.0,75.51,66458.7,5,0,0.0,0,1.0,21.095,6.325,1.414,1.414,4.123,2.0,1.414,8,2.079,80000.0,25,Beijing,1
147283,1907.58,4,2,5989,0.0,0.5,5.886,2.236,7.346,78047.0,75.51,66458.7,5,2,0.0,0,0.0,21.213,7.28,2.236,2.236,4.0,2.236,2.0,13,2.565,80000.0,30,Beijing,1
147285,0.0,0,0,5933,-1.0,0.0,6.641,2.562,8.273,78047.0,75.51,66458.7,5,0,0.0,0,0.0,21.587,9.22,4.123,1.0,4.123,3.606,2.828,16,2.773,80000.0,3,Beijing,1
147286,7525.29,54,38,1912,0.960944,4.75,7.065,2.55,8.872,78047.0,75.51,66458.7,5,14,4.0,0,1.0,21.84,10.198,5.099,0.0,4.472,4.243,3.606,70,4.249,27290.0,16,Beijing,1
147287,7206.51,45,30,2081,1.015,5.5,7.578,3.5,9.209,78047.0,75.51,66458.7,5,18,3.0,0,1.0,22.136,11.18,6.0,1.0,5.0,3.606,4.123,42,3.738,27290.0,44,Beijing,1
147288,4600.3,17,9,1567,1.36548,2.0,7.732,3.5,9.425,78047.0,75.51,66458.7,5,6,2.0,0,0.0,22.472,12.166,5.0,2.0,5.657,2.828,4.0,3,1.099,38676.0,25,Beijing,1
147289,5018.87,26,13,1567,1.06371,0.25,7.751,3.5,9.452,78047.0,75.51,66458.7,5,0,1.0,0,0.0,22.847,12.166,4.0,3.0,6.403,2.236,3.606,104,4.644,38676.0,8,Beijing,1
147290,4164.18,16,2,1567,0.354453,0.75,7.497,3.0,9.296,78047.0,75.51,66458.7,5,2,1.0,0,0.0,23.259,11.18,3.0,3.0,7.211,2.0,2.828,2,0.693,38676.0,11,Beijing,1
147291,6245.14,29,5,1567,0.640649,0.25,7.17,2.0,9.237,78047.0,75.51,66458.7,5,0,1.0,0,0.0,23.707,10.198,2.0,2.0,7.81,2.236,2.236,24,3.178,38676.0,6,Beijing,1
147292,7352.58,43,28,1567,1.24585,2.5,6.66,1.0,8.923,78047.0,75.51,66458.7,5,9,1.0,0,0.0,24.187,9.22,1.0,1.0,7.211,2.0,2.0,5,1.609,38676.0,10,Beijing,1
147293,7591.55,37,28,1567,0.634461,4.75,6.304,0.0,8.825,78047.0,75.51,66458.7,5,17,0.0,0,2.0,24.698,8.246,0.0,0.0,6.708,2.236,2.236,47,3.85,38676.0,71,Beijing,1
147294,3896.63,18,33,2564,1.47643,2.25,6.643,1.0,8.9,78047.0,75.51,66458.7,5,2,1.0,0,6.0,25.239,7.28,1.0,1.0,6.325,2.828,2.828,53,3.97,27059.0,86,Beijing,1
147295,7472.12,80,22,0,1.11938,5.75,6.661,1.207,8.843,78047.0,75.51,66458.7,5,21,0.0,1,1.0,25.807,6.325,1.414,1.0,6.083,3.0,3.0,7,1.946,26186.0,112,Beijing,1
147296,3765.51,43,54,0,1.13936,9.5,6.444,0.5,8.822,78047.0,75.51,66458.7,5,28,0.0,1,9.0,26.401,5.385,1.0,0.0,6.0,3.162,3.162,2353,7.763,26186.0,4706,Beijing,1
147297,0.0,0,0,2564,-1.0,0.0,6.679,1.207,8.868,78047.0,75.51,66458.7,5,0,0.0,0,0.0,27.019,4.472,1.414,1.0,6.083,3.162,3.606,2,0.693,27059.0,376,Beijing,1
147299,11576.1,59,8,1780,0.222952,0.5,6.768,1.581,8.843,78047.0,75.51,66458.7,5,1,0.0,0,1.0,28.32,2.828,3.162,0.0,6.708,2.236,4.123,8,2.079,20185.0,52,Beijing,1
147301,6761.6,34,18,0,1.05553,7.25,6.881,2.621,8.586,78047.0,75.51,66458.7,5,27,0.0,0,2.0,29.698,2.0,4.243,1.0,5.831,2.236,3.162,2,0.693,27906.0,10,Beijing,1
147302,4016.77,14,28,0,0.98347,1.0,7.236,3.236,8.836,78047.0,75.51,66458.7,5,0,0.0,0,4.0,29.732,2.828,4.472,2.0,5.385,2.236,4.0,5,1.609,27906.0,9,Beijing,1
147359,4387.61,13,4,844,0.711294,0.5,10.669,7.801,11.816,78047.0,75.51,66458.7,5,0,1.0,0,1.0,33.242,11.314,13.601,2.0,5.831,7.28,1.414,2,0.693,15000.0,1,Beijing,1
147360,5693.96,25,7,1324,0.500577,0.75,9.876,6.825,11.096,78047.0,75.51,66458.7,5,3,0.0,0,0.0,32.527,10.63,12.649,1.0,5.0,6.325,1.0,1,0.0,15000.0,3,Beijing,1
147361,9361.32,55,5,1302,0.766787,3.25,9.225,5.852,10.574,78047.0,75.51,66458.7,5,10,1.0,0,2.0,31.828,10.0,11.705,0.0,4.243,5.385,1.414,3,1.099,15000.0,108,Beijing,1
147364,7868.47,37,9,1666,1.24583,3.25,8.15,5.472,9.221,78047.0,75.51,66458.7,5,12,1.0,0,0.0,29.833,7.28,8.944,2.0,3.0,2.828,3.162,1,0.0,42741.0,2,Beijing,1
147366,9312.06,49,15,2092,1.29558,4.5,7.44,5.536,8.201,78047.0,75.51,66458.7,5,16,1.0,0,1.0,28.601,5.385,7.071,4.0,3.606,2.0,1.414,105,4.654,42741.0,3,Beijing,1
147369,6127.16,39,14,2209,1.66054,1.5,6.53,3.062,7.917,78047.0,75.51,66458.7,5,4,2.0,0,0.0,26.926,2.828,4.123,2.0,5.831,2.0,2.0,7,1.946,42741.0,1,Beijing,1
147370,7216.09,71,58,0,1.6555,7.75,5.932,2.081,7.473,78047.0,75.51,66458.7,5,23,4.0,0,4.0,26.42,2.236,3.162,1.0,6.708,1.0,1.0,44,3.784,24615.0,78,Beijing,1
147371,9746.99,44,62,0,1.57238,15.0,5.268,1.118,6.927,78047.0,75.51,66458.7,5,54,2.0,0,4.0,25.942,1.414,2.236,0.0,7.28,0.0,0.0,79,4.369,24615.0,7,Beijing,1
147372,10081.5,55,32,0,1.56198,2.75,5.283,1.207,6.913,78047.0,75.51,66458.7,5,10,0.0,0,1.0,25.495,1.0,1.414,1.0,7.071,1.0,0.0,42,3.738,24615.0,1692,Beijing,1
147373,7624.79,32,1,0,0.0,0.25,5.499,1.0,7.299,78047.0,75.51,66458.7,5,0,0.0,0,1.0,25.08,1.414,1.0,1.0,7.0,2.0,1.0,28,3.332,24615.0,86,Beijing,1
147374,4914.54,24,10,0,0.907462,0.0,5.918,1.414,7.72,78047.0,75.51,66458.7,5,0,0.0,0,0.0,24.698,2.0,1.414,1.414,7.071,2.828,2.0,28,3.332,24615.0,54,Beijing,1
147375,8067.16,59,6,0,0.562173,2.75,5.425,1.0,7.195,78047.0,75.51,66458.7,5,8,0.0,0,3.0,23.409,1.414,1.0,1.0,6.325,2.828,2.0,7,1.946,24615.0,67,Beijing,1
147376,4226.86,16,12,0,0.678428,3.0,5.728,1.414,7.453,78047.0,75.51,66458.7,5,11,1.0,0,0.0,23.087,2.236,1.414,1.414,6.708,3.0,2.236,9,2.197,24615.0,23,Beijing,1
147377,2527.91,11,7,0,0.646013,1.25,5.854,2.236,7.301,78047.0,75.51,66458.7,5,4,0.0,0,1.0,22.804,2.828,2.236,2.236,6.403,2.236,2.236,4,1.386,24615.0,41,Beijing,1
147378,4360.52,15,21,0,0.692363,2.5,5.503,2.236,6.809,78047.0,75.51,66458.7,5,10,0.0,0,0.0,22.561,3.0,2.236,2.236,5.657,1.414,1.414,2,0.693,24615.0,12,Beijing,1
147379,11862.2,103,29,5349,1.07696,4.25,5.111,1.707,6.472,78047.0,75.51,66458.7,5,16,1.0,0,0.0,22.361,3.0,2.0,1.414,5.0,1.0,1.0,15,2.708,80000.0,55,Beijing,1
147380,12847.9,106,80,4762,1.61717,5.5,5.07,1.618,6.45,78047.0,75.51,66458.7,5,10,11.0,0,1.0,22.204,3.162,2.236,1.0,4.472,1.0,1.414,105,4.654,80000.0,1061,Beijing,1
147381,5249.52,29,19,5989,0.971517,0.5,5.152,2.121,6.364,78047.0,75.51,66458.7,5,0,1.0,0,1.0,22.091,3.606,2.828,1.414,4.123,1.0,1.0,164,5.1,80000.0,687,Beijing,1
147382,13718.3,105,26,5989,1.07969,1.5,5.451,2.532,6.619,78047.0,75.51,66458.7,5,0,5.0,0,1.0,22.023,4.243,2.828,2.236,4.0,1.414,1.414,4,1.386,80000.0,323,Beijing,1
147383,12866.8,90,38,5989,1.50061,10.0,5.371,2.236,6.625,78047.0,75.51,66458.7,5,36,3.0,0,1.0,22.0,5.0,2.236,2.236,4.123,1.0,1.0,29,3.367,80000.0,84,Beijing,1
147384,10479.4,63,72,4541,1.46967,1.75,5.268,2.0,6.575,78047.0,75.51,66458.7,5,6,1.0,0,0.0,22.023,5.831,2.0,2.0,3.606,1.414,0.0,715,6.572,80000.0,36,Beijing,1
147387,5216.17,22,2,3891,0.0,1.0,6.622,2.921,8.102,78047.0,75.51,66458.7,5,4,0.0,0,0.0,22.361,8.544,3.606,2.236,3.0,3.606,3.0,3,1.099,80000.0,1,Beijing,1
147390,7117.25,34,13,1266,0.685266,1.25,7.77,3.748,9.379,78047.0,75.51,66458.7,5,2,0.0,0,3.0,23.087,11.402,6.083,1.414,4.243,3.162,5.0,3,1.099,27290.0,24,Beijing,1
147391,8048.74,46,13,2076,1.24279,1.0,7.782,3.668,9.428,78047.0,75.51,66458.7,5,1,0.0,0,3.0,23.409,12.369,5.099,2.236,5.0,2.236,4.123,25,3.219,27290.0,28,Beijing,1
147392,5989.66,23,21,1790,0.626355,2.75,7.477,3.062,9.244,78047.0,75.51,66458.7,5,7,0.0,0,4.0,23.77,12.042,4.123,2.0,5.831,1.414,3.162,298,5.697,27290.0,11,Beijing,1
147393,10782.8,69,11,1540,1.17302,2.5,7.188,2.581,9.031,78047.0,75.51,66458.7,5,7,2.0,0,1.0,24.166,11.045,3.162,2.0,6.708,1.0,2.236,334,5.811,38676.0,7,Beijing,1
147394,10615.0,59,78,1567,1.72835,4.25,7.08,2.236,9.018,78047.0,75.51,66458.7,5,15,1.0,0,1.0,24.597,10.05,2.236,2.236,7.616,1.414,1.414,151,5.017,38676.0,53,Beijing,1
147395,7951.44,37,37,1567,1.41731,2.5,6.715,1.414,8.836,78047.0,75.51,66458.7,5,7,2.0,1,0.0,25.06,9.055,1.414,1.414,8.062,1.0,1.0,1791,7.491,38676.0,68,Beijing,1
