PCL_ID,ROAD,JUNCTION,POI_DENSIT,POP_DENSIT,MIXTURE,AMENITIES,ACCESSIBIL,A_TRANSPOR,A_AMENETIE,GDP,TERTIARY,INCOME,CITY_LEVEL,BUS,EDU,GOV,CVS,DCENTER,DSUBC,DRAIL,DTRAN,DGREEN,DMALL,DHOSPITAL,Y_DP_COMME,Y_LN_DP_CO,Y_HOUSINGP,Y_WEIBO,E_NAME,CITYID 
2791772,9385.29,72,344,0,1.89476,18.5,6.313,5.707,6.556,57743.0,42.71,40173.0,2,33,25.0,12,4.0,1.0,26.173,10.0,1.414,3.606,1.0,1.0,63,4.143,8783.0,192,Xuzhou,172
2791773,15248.7,67,197,16002,1.71016,24.0,5.747,4.528,6.235,57743.0,42.71,40173.0,2,67,15.0,2,12.0,1.0,26.173,9.055,0.0,4.0,0.0,0.0,390,5.966,6406.0,239,Xuzhou,172
2791774,10180.4,69,233,16002,1.53669,9.5,6.092,4.531,6.716,57743.0,42.71,40173.0,2,15,9.0,0,14.0,2.0,25.456,8.062,1.0,4.123,1.0,1.0,187,5.231,6406.0,205,Xuzhou,172
2791775,5407.5,25,34,6328,1.56404,5.0,5.959,3.536,6.929,57743.0,42.71,40173.0,2,9,2.0,0,9.0,3.0,24.759,7.071,0.0,4.472,1.414,1.0,43,3.761,7586.0,71,Xuzhou,172
2791776,1490.53,9,9,6328,0.0,0.0,6.024,3.541,7.017,57743.0,42.71,40173.0,2,0,0.0,0,0.0,4.0,24.083,6.083,1.0,5.0,1.0,1.0,2,0.693,7586.0,5,Xuzhou,172
2791778,2484.98,21,11,6328,1.40638,1.5,6.392,3.562,7.524,57743.0,42.71,40173.0,2,5,0.0,1,0.0,6.0,22.804,4.123,3.0,6.403,1.414,1.0,1,0.0,7586.0,11,Xuzhou,172
2791779,11540.8,91,18,3095,1.05677,3.75,6.511,3.081,7.883,57743.0,42.71,40173.0,2,14,0.0,0,1.0,7.0,22.204,3.162,3.0,7.211,1.0,2.0,1,0.0,5478.0,47,Xuzhou,172
2791780,12365.0,86,42,3095,0.840307,10.75,6.394,2.118,8.105,57743.0,42.71,40173.0,2,15,0.0,27,1.0,8.0,21.633,2.236,2.0,8.062,0.0,2.828,2,0.693,5478.0,73,Xuzhou,172
2792099,8589.62,49,20,2819,1.13182,2.25,6.387,2.0,8.142,57743.0,42.71,40173.0,2,0,4.0,3,2.0,8.062,20.809,2.0,2.0,8.602,1.0,2.236,15,2.708,5478.0,101,Xuzhou,172
2792100,7438.04,36,2,3095,0.275888,4.0,6.473,1.0,8.663,57743.0,42.71,40173.0,2,7,1.0,0,8.0,9.055,20.248,1.0,1.0,9.434,1.414,3.162,4,1.386,5478.0,81,Xuzhou,172
2792101,11760.6,64,10,2867,0.727283,2.25,6.515,0.0,9.121,57743.0,42.71,40173.0,2,6,0.0,3,0.0,10.05,19.723,0.0,0.0,10.296,1.414,4.123,21,3.045,5478.0,15,Xuzhou,172
2792102,6150.7,29,2,3095,0.0,0.25,6.937,0.5,9.512,57743.0,42.71,40173.0,2,0,0.0,0,1.0,11.045,19.235,1.0,0.0,11.18,1.0,5.099,1,0.0,5478.0,14,Xuzhou,172
2792107,3561.24,11,54,2074,1.49583,6.25,9.47,6.5,10.658,57743.0,42.71,40173.0,2,4,4.0,7,10.0,17.029,17.263,7.0,6.0,16.763,0.0,2.236,6,1.792,5478.0,23,Xuzhou,172
2792403,3271.49,27,30,3886,1.54458,4.25,9.477,10.612,9.024,57743.0,42.71,40173.0,2,4,2.0,3,8.0,6.708,29.682,16.125,5.099,4.123,3.606,1.0,5,1.609,6250.0,4,Xuzhou,172
2792404,10546.4,55,58,3405,1.42839,3.0,8.888,10.066,8.416,57743.0,42.71,40173.0,2,5,6.0,0,1.0,5.831,28.844,15.133,5.0,3.162,2.828,1.414,7,1.946,6250.0,290,Xuzhou,172
2792407,4334.14,26,10,5367,0.690524,0.75,7.412,8.204,7.096,57743.0,42.71,40173.0,2,2,1.0,0,0.0,3.606,26.401,12.166,4.243,1.0,2.236,2.236,1,0.0,6666.0,4,Xuzhou,172
2792409,12145.4,75,268,0,1.58789,10.0,6.373,6.143,6.465,57743.0,42.71,40173.0,2,20,14.0,1,5.0,2.0,25.495,10.05,2.236,2.828,2.0,0.0,59,4.078,8783.0,169,Xuzhou,172
2792410,16362.4,190,192,0,1.87236,20.5,6.237,5.528,6.52,57743.0,42.71,40173.0,2,55,4.0,9,14.0,2.236,24.759,9.055,2.0,3.606,2.0,0.0,192,5.258,8783.0,146,Xuzhou,172
2792411,7113.63,21,14,16002,0.734341,2.25,6.411,5.149,6.916,57743.0,42.71,40173.0,2,0,3.0,0,6.0,2.828,24.042,8.062,2.236,4.472,2.236,1.0,8,2.079,6406.0,70,Xuzhou,172
2792412,5310.82,30,112,16002,1.62527,16.0,6.319,4.536,7.033,57743.0,42.71,40173.0,2,57,0.0,2,5.0,3.606,23.345,7.071,2.0,5.385,1.414,1.414,18,2.89,6406.0,21,Xuzhou,172
2792413,9613.61,64,150,9422,1.84738,16.0,6.249,4.159,7.085,57743.0,42.71,40173.0,2,37,7.0,12,8.0,4.472,22.627,6.083,2.236,6.325,1.0,1.0,17,2.833,5066.0,69,Xuzhou,172
2792414,10938.5,78,59,9422,1.24595,10.5,6.41,3.964,7.388,57743.0,42.71,40173.0,2,18,10.0,11,3.0,5.385,21.932,5.099,2.828,7.211,1.414,1.0,157,5.056,5066.0,411,Xuzhou,172
2792415,9666.7,63,37,0,1.69172,2.75,6.446,3.864,7.479,57743.0,42.71,40173.0,2,4,2.0,2,3.0,6.325,21.26,4.123,3.606,7.81,2.0,0.0,2,0.693,5291.0,190,Xuzhou,172
2792416,13567.3,82,66,0,1.5394,4.25,6.386,3.162,7.676,57743.0,42.71,40173.0,2,10,2.0,3,2.0,7.28,20.616,3.162,3.162,8.485,1.0,1.0,160,5.075,5291.0,117,Xuzhou,172
2792417,5900.02,18,21,3095,0.684741,2.5,6.277,2.236,7.893,57743.0,42.71,40173.0,2,0,3.0,0,7.0,8.246,20.0,2.236,2.236,9.22,0.0,2.0,156,5.05,5478.0,245,Xuzhou,172
2792418,3002.52,10,16,3095,0.0,0.0,6.495,1.414,8.527,57743.0,42.71,40173.0,2,0,0.0,0,0.0,9.22,19.416,1.414,1.414,10.0,1.0,3.0,77,4.344,5478.0,12,Xuzhou,172
2792721,4826.31,35,19,2232,1.42268,1.75,10.256,11.794,9.64,57743.0,42.71,40173.0,2,3,3.0,1,0.0,8.062,30.017,17.263,6.325,5.0,4.123,1.0,6,1.792,6250.0,3,Xuzhou,172
2792727,10188.8,68,16,4576,1.48939,3.0,7.406,7.937,7.193,57743.0,42.71,40173.0,2,10,1.0,1,0.0,4.123,25.0,11.402,4.472,1.0,3.606,2.236,1,0.0,6666.0,26,Xuzhou,172
2792728,7576.05,47,100,2100,1.66466,3.25,6.777,6.68,6.815,57743.0,42.71,40173.0,2,0,7.0,2,4.0,3.0,24.839,10.198,3.162,2.236,3.0,1.0,6,1.792,6704.0,72,Xuzhou,172
2792729,8195.18,47,71,2100,1.26665,8.75,6.518,6.11,6.682,57743.0,42.71,40173.0,2,27,1.0,2,5.0,3.162,24.083,9.22,3.0,3.162,3.0,0.0,126,4.836,6704.0,144,Xuzhou,172
2792730,5169.61,14,7,2100,0.0,6.0,6.616,5.704,6.98,57743.0,42.71,40173.0,2,15,0.0,0,9.0,3.606,23.345,8.246,3.162,4.123,2.828,1.0,4,1.386,6704.0,35,Xuzhou,172
2792732,13615.9,98,158,9422,1.79506,12.5,6.357,4.743,7.003,57743.0,42.71,40173.0,2,31,7.0,11,1.0,5.0,21.932,6.325,3.162,6.083,2.0,0.0,9,2.197,5066.0,15,Xuzhou,172
2792733,10033.6,63,68,9422,1.30454,7.0,6.62,4.495,7.47,57743.0,42.71,40173.0,2,16,3.0,2,7.0,5.831,21.213,5.385,3.606,7.071,2.236,1.0,21,3.045,5066.0,142,Xuzhou,172
2792735,4545.94,15,9,0,0.857656,0.5,6.651,3.606,7.87,57743.0,42.71,40173.0,2,0,0.0,0,2.0,7.616,19.849,3.606,3.606,9.055,1.414,1.414,3,1.099,5291.0,3,Xuzhou,172
2792736,4868.7,18,8,0,0.66572,0.0,6.649,2.828,8.178,57743.0,42.71,40173.0,2,0,0.0,0,0.0,8.544,19.209,2.828,2.828,9.899,1.0,2.236,3,1.099,5291.0,3,Xuzhou,172
2793040,5554.89,15,16,3192,1.37634,1.25,9.428,10.455,9.018,57743.0,42.71,40173.0,2,2,1.0,1,1.0,7.071,27.785,15.524,5.385,3.162,4.243,2.828,1,0.0,6250.0,10,Xuzhou,172
2793045,3332.65,13,10,1736,1.16115,1.25,7.169,7.282,7.124,57743.0,42.71,40173.0,2,0,1.0,2,2.0,4.0,24.207,10.44,4.123,2.0,4.0,1.414,10,2.303,6704.0,8,Xuzhou,172
2793047,8696.52,64,24,2100,1.18613,5.5,6.976,6.334,7.233,57743.0,42.71,40173.0,2,21,0.0,0,1.0,4.472,22.672,8.544,4.123,4.0,3.606,1.414,11,2.398,6704.0,12,Xuzhou,172
2793048,7325.92,46,9,16002,0.619221,1.0,6.875,5.808,7.302,57743.0,42.71,40173.0,2,2,2.0,0,0.0,5.0,21.932,7.616,4.0,5.0,3.162,1.414,4,1.386,6406.0,6,Xuzhou,172
2793049,7433.68,40,20,0,0.683329,1.75,6.741,5.157,7.374,57743.0,42.71,40173.0,2,4,0.0,2,1.0,5.657,21.213,6.708,3.606,6.0,3.0,1.0,1,0.0,0.0,6,Xuzhou,172
2793050,6414.7,23,15,9422,0.651879,2.75,6.784,4.497,7.7,57743.0,42.71,40173.0,2,10,1.0,0,0.0,6.403,20.518,5.831,3.162,7.0,3.162,1.414,2,0.693,5066.0,6,Xuzhou,172
2793360,4808.95,25,16,2100,0.959007,2.25,7.648,7.655,7.645,57743.0,42.71,40173.0,2,8,0.0,0,1.0,5.099,24.413,11.705,3.606,1.414,4.472,2.828,1,0.0,6704.0,5,Xuzhou,172
2793361,2201.19,7,1,2100,0.0,1.5,7.429,6.966,7.615,57743.0,42.71,40173.0,2,0,1.0,0,5.0,5.0,23.601,10.77,3.162,2.236,5.0,2.236,3,1.099,6704.0,3,Xuzhou,172
2793364,6655.67,29,15,0,0.791984,1.25,7.006,5.02,7.801,57743.0,42.71,40173.0,2,0,0.0,2,3.0,6.403,20.518,7.211,2.828,6.083,4.0,2.0,4,1.386,0.0,20,Xuzhou,172
2793365,10276.6,78,34,0,1.05265,4.0,6.991,4.32,8.06,57743.0,42.71,40173.0,2,12,0.0,0,4.0,7.071,19.799,6.403,2.236,7.071,4.123,2.236,1,0.0,0.0,49,Xuzhou,172
2793676,7877.35,47,42,1915,0.583374,2.5,8.011,7.456,8.233,57743.0,42.71,40173.0,2,7,0.0,0,3.0,6.083,23.854,12.083,2.828,2.236,5.385,3.606,1,0.0,6704.0,5,Xuzhou,172
2794300,6360.53,47,37,2891,1.53103,2.0,10.879,11.426,10.66,57743.0,42.71,40173.0,2,1,1.0,1,5.0,12.728,29.732,20.616,2.236,8.602,0.0,2.236,2,0.693,0.0,9,Xuzhou,172
2794301,5781.05,17,12,2088,1.02366,1.25,10.512,11.263,10.212,57743.0,42.71,40173.0,2,0,0.0,1,4.0,12.042,28.792,19.698,2.828,7.81,1.0,1.414,1,0.0,0.0,10,Xuzhou,172
2794327,8735.99,37,37,2650,1.45785,5.75,10.56,7.937,11.609,57743.0,42.71,40173.0,2,6,5.0,9,3.0,20.616,10.05,11.402,4.472,21.378,1.0,5.0,12,2.485,0.0,41,Xuzhou,172
2794618,5523.22,18,99,2459,1.21579,5.75,9.942,11.032,9.506,57743.0,42.71,40173.0,2,0,1.0,21,1.0,12.207,27.514,19.235,2.828,7.81,0.0,0.0,1,0.0,0.0,5,Xuzhou,172
2794644,4222.01,17,4,3483,0.514533,0.75,10.457,7.824,11.511,57743.0,42.71,40173.0,2,3,0.0,0,0.0,21.024,9.055,12.042,3.606,21.587,1.414,4.472,1,0.0,0.0,8,Xuzhou,172
2796571,2033.19,3,0,1596,-1.0,0.5,18.377,17.825,18.598,57743.0,42.71,40173.0,2,0,0.0,0,2.0,24.839,38.118,32.65,3.0,20.809,4.123,5.099,3,1.099,0.0,2,Xuzhou,172
2797271,1139.65,0,2,1562,0.354453,2.25,11.238,11.094,11.296,57743.0,42.71,40173.0,2,3,1.0,0,5.0,23.345,3.606,17.088,5.099,22.204,1.0,6.325,1,0.0,0.0,10,Xuzhou,172
2797278,3654.77,9,3,4773,0.0,0.0,12.822,12.425,12.98,57743.0,42.71,40173.0,2,0,0.0,0,0.0,28.018,2.828,19.849,5.0,27.731,3.162,3.162,8,2.079,0.0,3,Xuzhou,172
2797618,2078.23,2,10,1346,0.690524,0.75,11.629,12.055,11.459,57743.0,42.71,40173.0,2,0,1.0,0,2.0,24.083,3.162,18.028,6.083,22.804,1.414,5.831,1,0.0,0.0,3,Xuzhou,172
2797624,3032.62,7,8,5038,1.17679,1.25,12.091,12.062,12.102,57743.0,42.71,40173.0,2,4,1.0,0,0.0,27.803,1.414,20.0,4.123,27.295,2.0,2.0,2,0.693,0.0,4,Xuzhou,172
2797625,1464.23,1,0,3107,-1.0,0.0,12.552,12.308,12.65,57743.0,42.71,40173.0,2,0,0.0,0,0.0,28.601,2.0,20.616,4.0,28.178,2.236,2.236,2,0.693,0.0,0,Xuzhou,172
2798659,10283.5,53,117,5404,1.82164,10.0,12.312,12.011,12.432,57743.0,42.71,40173.0,2,9,4.0,16,11.0,30.48,0.0,23.022,1.0,29.682,1.0,1.0,60,4.094,0.0,94,Xuzhou,172
2798660,4925.71,13,2,0,0.672935,2.5,12.645,12.508,12.7,57743.0,42.71,40173.0,2,0,0.0,0,10.0,31.241,1.0,23.601,1.414,28.844,1.0,1.414,79,4.369,0.0,71,Xuzhou,172
2798677,2245.7,4,15,2610,1.36722,0.5,14.667,18.68,13.062,57743.0,42.71,40173.0,2,0,1.0,0,1.0,31.321,15.524,36.359,1.0,17.464,0.0,1.0,1,0.0,0.0,5,Xuzhou,172
2799000,3935.4,19,26,4642,1.56085,1.25,12.021,12.162,11.965,57743.0,42.71,40173.0,2,0,4.0,1,0.0,30.414,0.0,23.324,1.0,29.411,0.0,0.0,1,0.0,0.0,3,Xuzhou,172
2799001,8973.99,28,148,5404,1.58201,13.5,12.022,11.927,12.06,57743.0,42.71,40173.0,2,9,1.0,21,23.0,31.145,0.0,23.854,0.0,29.155,0.0,0.0,266,5.584,0.0,57,Xuzhou,172
2799002,4494.52,8,3,0,0.0,1.5,12.658,12.707,12.638,57743.0,42.71,40173.0,2,0,0.0,0,6.0,31.89,1.0,24.413,1.0,28.302,1.0,1.0,134,4.898,0.0,30,Xuzhou,172
2806433,3892.61,15,191,2715,1.4981,4.5,34.891,94.372,11.098,42678.0,42.85,39638.1,2,6,9.0,3,0.0,15.264,29.411,181.464,7.28,10.817,0.0,0.0,3,1.099,0.0,41,Lianyungang,187
2809216,13386.0,79,60,2538,1.57036,7.75,29.888,88.506,6.441,42678.0,42.85,39638.1,2,20,8.0,3,0.0,4.123,18.028,177.011,0.0,6.403,1.414,2.236,22,3.091,0.0,652,Lianyungang,187
2809363,5611.73,38,78,5979,1.56064,7.0,29.12,86.501,6.167,42678.0,42.85,39638.1,2,14,4.0,4,6.0,2.236,20.518,172.003,1.0,6.083,1.0,1.0,4,1.386,0.0,30,Lianyungang,187
2809364,9664.1,68,115,10428,1.47655,5.75,29.174,87.001,6.043,42678.0,42.85,39638.1,2,6,2.0,0,15.0,2.0,19.799,173.003,1.0,6.0,1.414,1.0,6,1.792,0.0,71,Lianyungang,187
2809365,11568.8,97,371,4539,1.61201,8.25,29.12,87.709,5.685,42678.0,42.85,39638.1,2,18,1.0,4,10.0,2.236,19.105,174.003,1.414,6.083,1.0,0.0,446,6.1,0.0,118,Lianyungang,187
2809366,6450.68,51,50,4539,1.26957,3.5,29.573,88.501,6.001,42678.0,42.85,39638.1,2,7,1.0,1,5.0,2.828,18.439,175.003,2.0,6.325,1.414,1.0,41,3.714,0.0,45,Lianyungang,187
2809367,7455.9,34,2,2729,0.354453,0.25,29.874,88.501,6.424,42678.0,42.85,39638.1,2,0,1.0,0,0.0,3.606,17.804,176.003,1.0,6.708,2.0,2.0,16,2.773,0.0,70,Lianyungang,187
2892389,8298.92,67,146,9977,1.67669,2.75,31.31,2.081,43.001,11109.0,43.97,23678.5,2,0,2.0,2,7.0,2.236,210.535,3.162,1.0,2.236,0.0,0.0,55,4.007,0.0,227,Yichun,298
2892390,10351.3,86,100,8181,1.414,14.0,31.556,1.825,43.448,11109.0,43.97,23678.5,2,16,5.0,17,18.0,3.162,211.078,2.236,1.414,2.0,1.0,0.0,33,3.497,0.0,235,Yichun,298
2892715,5587.38,56,97,8498,1.54416,9.25,31.52,4.162,42.463,11109.0,43.97,23678.5,2,12,9.0,12,4.0,2.236,208.079,6.325,2.0,0.0,1.0,1.0,3,1.099,0.0,60,Yichun,298
2892716,10787.3,77,353,11199,1.85744,26.0,31.286,3.693,42.323,11109.0,43.97,23678.5,2,54,20.0,20,10.0,2.0,208.614,5.385,2.0,1.0,0.0,0.0,13,2.565,0.0,162,Yichun,298
2892717,13753.6,116,714,11987,1.69082,28.75,31.266,2.736,42.678,11109.0,43.97,23678.5,2,68,18.0,10,19.0,2.236,209.153,4.472,1.0,2.0,0.0,0.0,239,5.476,0.0,363,Yichun,298
2892718,14708.6,99,348,11987,1.69135,16.5,31.078,1.803,42.788,11109.0,43.97,23678.5,2,39,12.0,6,9.0,2.828,209.695,3.606,0.0,1.414,0.0,0.0,54,3.989,0.0,264,Yichun,298
2892719,10540.2,50,28,10153,1.47786,5.0,31.525,1.914,43.369,11109.0,43.97,23678.5,2,8,0.0,7,5.0,3.606,210.24,2.828,1.0,1.0,1.0,1.0,4,1.386,0.0,83,Yichun,298
2892720,7583.0,37,5,9432,0.472788,0.5,32.091,1.825,44.197,11109.0,43.97,23678.5,2,0,0.0,2,0.0,4.123,211.625,1.414,2.236,2.236,2.0,1.0,7,1.946,0.0,9,Yichun,298
2893045,7743.2,54,216,8842,1.62172,6.5,31.529,2.621,43.092,11109.0,43.97,23678.5,2,21,1.0,1,3.0,3.606,208.856,4.243,1.0,1.0,1.0,1.0,24,3.178,0.0,152,Yichun,298
2893046,14042.3,80,50,11675,0.637096,11.0,31.642,2.51,43.295,11109.0,43.97,23678.5,2,0,0.0,35,9.0,4.243,209.404,3.606,1.414,0.0,1.414,1.414,24,3.178,0.0,185,Yichun,298
2893369,11995.5,94,106,9846,1.65349,9.5,31.927,3.328,43.366,11109.0,43.97,23678.5,2,23,0.0,13,2.0,4.123,207.473,5.657,1.0,2.236,2.0,1.0,2,0.693,0.0,99,Yichun,298
2893370,9175.08,82,76,10326,1.68643,5.75,31.962,3.207,43.464,11109.0,43.97,23678.5,2,9,4.0,8,2.0,4.472,208.019,5.0,1.414,1.414,2.0,1.414,3,1.099,0.0,78,Yichun,298
2893371,11051.5,67,84,8751,1.0241,14.25,32.25,3.354,43.808,11109.0,43.97,23678.5,2,12,2.0,41,2.0,5.0,208.569,4.472,2.236,1.0,2.236,2.236,1,0.0,0.0,44,Yichun,298
3010810,10983.3,67,160,8326,1.52963,16.0,19.889,5.854,25.503,30812.0,34.15,26788.7,2,14,8.0,36,6.0,5.099,119.004,6.708,5.0,2.0,1.414,0.0,10,2.303,0.0,78,Huludao,107
3010811,10388.5,53,262,5720,1.85449,15.75,19.79,5.929,25.334,30812.0,34.15,26788.7,2,12,15.0,11,25.0,5.0,119.67,7.616,4.243,1.0,1.0,0.0,126,4.836,0.0,98,Huludao,107
3010994,6355.0,23,112,2348,1.60189,4.75,30.745,0.707,42.76,32228.0,42.48,25111.7,2,8,2.0,8,1.0,16.279,169.838,1.414,0.0,16.279,11.402,0.0,35,3.555,0.0,35,Dandong,88
3010995,4073.13,5,4,1446,0.399242,3.5,30.747,1.0,42.646,32228.0,42.48,25111.7,2,3,0.0,0,11.0,15.556,170.423,1.0,1.0,15.62,10.63,1.0,21,3.045,0.0,92,Dandong,88
3011182,11074.3,72,187,7841,1.75142,9.75,19.844,5.398,25.623,30812.0,34.15,26788.7,2,6,13.0,10,10.0,4.123,119.754,6.325,4.472,2.236,1.0,1.0,9,2.197,0.0,79,Huludao,107
3011183,11455.2,81,218,7711,1.85328,13.25,19.531,5.443,25.166,30812.0,34.15,26788.7,2,18,10.0,14,11.0,4.0,120.416,7.28,3.606,1.414,0.0,0.0,130,4.868,0.0,103,Huludao,107
3011184,8061.08,40,50,6873,1.08197,5.0,19.897,5.537,25.641,30812.0,34.15,26788.7,2,9,3.0,0,8.0,4.123,121.083,8.246,2.828,1.0,1.0,1.0,66,4.19,0.0,61,Huludao,107
3011367,1925.19,3,6,1889,0.0,0.75,31.153,1.0,43.214,32228.0,42.48,25111.7,2,0,0.0,0,3.0,16.971,169.027,1.0,1.0,17.029,12.042,1.0,6,1.792,0.0,27,Dandong,88
3011554,4244.56,14,61,7182,1.64386,2.25,19.971,4.131,26.307,30812.0,34.15,26788.7,2,2,1.0,1,5.0,3.606,119.854,5.099,3.162,3.606,2.236,2.236,1,0.0,0.0,14,Huludao,107
3011556,17355.1,117,307,7160,1.74109,9.75,19.805,5.117,25.68,30812.0,34.15,26788.7,2,6,15.0,3,15.0,3.0,121.165,7.071,3.162,2.236,1.0,1.0,386,5.956,0.0,303,Huludao,107
3011557,13662.3,86,214,6306,1.48548,9.25,19.755,5.149,25.598,30812.0,34.15,26788.7,2,6,8.0,0,23.0,3.162,121.828,8.062,2.236,2.0,0.0,1.0,154,5.037,0.0,252,Huludao,107
3011562,12560.3,79,172,8584,1.76693,7.75,22.786,8.1,28.66,30812.0,34.15,26788.7,2,4,9.0,5,13.0,6.708,125.208,13.038,3.162,5.385,5.0,1.0,4,1.386,0.0,154,Huludao,107
3032670,13573.3,109,193,17664,1.75707,10.0,33.181,8.171,43.185,49236.0,44.67,33390.3,2,30,8.0,1,1.0,3.606,168.929,13.342,3.0,41.976,1.414,0.0,295,5.687,0.0,163,Jinzhou,91
3032671,9465.89,71,272,17664,1.43354,19.75,32.955,7.576,43.106,49236.0,44.67,33390.3,2,39,6.0,2,32.0,2.828,169.499,13.153,2.0,42.202,1.0,0.0,510,6.234,0.0,425,Jinzhou,91
3032672,9848.36,44,110,20567,1.8475,22.25,32.828,7.019,43.152,49236.0,44.67,33390.3,2,52,7.0,3,27.0,2.236,170.074,13.038,1.0,42.45,1.0,0.0,139,4.934,0.0,302,Jinzhou,91
3032673,9939.31,53,155,20567,1.87278,19.0,32.767,6.5,43.274,49236.0,44.67,33390.3,2,33,11.0,5,27.0,2.0,170.652,13.0,0.0,42.72,0.0,1.0,254,5.537,0.0,191,Jinzhou,91
3032674,9086.53,54,67,17371,1.45728,12.0,33.217,7.019,43.696,49236.0,44.67,33390.3,2,20,4.0,1,23.0,2.236,171.234,13.038,1.0,43.012,1.0,1.0,9,2.197,0.0,99,Jinzhou,91
3032675,4321.71,23,17,18134,1.18905,5.75,33.791,7.576,44.277,49236.0,44.67,33390.3,2,12,3.0,0,8.0,2.828,171.82,13.153,2.0,43.324,2.0,1.414,73,4.29,0.0,90,Jinzhou,91
3032676,1145.4,1,0,18791,-1.0,1.5,34.321,8.171,44.782,49236.0,44.67,33390.3,2,4,0.0,0,2.0,3.606,172.409,13.342,3.0,43.658,2.236,2.0,17,2.833,0.0,24,Jinzhou,91
3033161,5457.9,29,38,13640,1.44764,3.0,33.633,8.74,43.59,49236.0,44.67,33390.3,2,6,1.0,0,5.0,4.243,169.753,14.318,3.162,42.953,1.0,0.0,19,2.944,0.0,148,Jinzhou,91
3033162,7338.17,43,106,17664,1.75358,12.25,33.354,8.189,43.42,49236.0,44.67,33390.3,2,19,9.0,1,20.0,3.606,170.32,14.142,2.236,43.174,0.0,0.0,378,5.935,0.0,825,Jinzhou,91
2975314,17990.0,169,248,17730,1.86081,33.25,22.873,0.707,31.739,64831.0,48.73,30322.0,2,63,11.0,19,40.0,3.0,148.862,1.414,0.0,5.831,1.0,0.0,483,6.18,0.0,434,Jiujiang,287
2975542,10610.0,76,950,12220,1.79872,42.5,22.011,1.414,30.249,64831.0,48.73,30322.0,2,109,15.0,27,19.0,1.0,145.774,2.828,0.0,4.472,0.0,0.0,691,6.538,0.0,205,Jiujiang,287
2975543,11214.0,97,774,18254,1.88818,45.5,22.183,1.118,30.609,64831.0,48.73,30322.0,2,80,32.0,33,37.0,1.414,146.632,2.236,0.0,5.0,0.0,0.0,13160,9.485,0.0,1163,Jiujiang,287
2975544,9810.99,78,363,21201,1.84404,37.5,22.769,1.5,31.277,64831.0,48.73,30322.0,2,68,20.0,33,29.0,2.236,147.492,2.0,1.0,5.657,1.0,0.0,4034,8.303,0.0,525,Jiujiang,287
2975545,13044.9,102,217,18372,1.81356,19.5,22.879,1.118,31.584,64831.0,48.73,30322.0,2,42,11.0,5,20.0,3.162,148.354,2.236,0.0,6.403,0.0,0.0,217,5.38,0.0,279,Jiujiang,287
2975766,8840.04,77,330,14299,1.86702,17.5,22.765,2.081,31.038,64831.0,48.73,30322.0,2,36,11.0,15,8.0,2.236,146.123,3.162,1.0,5.831,1.0,0.0,376,5.93,0.0,124,Jiujiang,287
2975767,9779.03,81,206,21201,1.87107,15.5,23.292,2.207,31.726,64831.0,48.73,30322.0,2,21,13.0,9,19.0,2.828,146.986,3.0,1.414,6.403,1.414,1.0,861,6.758,0.0,354,Jiujiang,287
2975768,10695.1,75,66,12920,1.50833,8.0,23.527,2.081,32.106,64831.0,48.73,30322.0,2,17,1.0,6,8.0,3.606,147.851,3.162,1.0,7.071,1.0,1.0,459,6.129,0.0,164,Jiujiang,287
2975983,10054.8,87,28,12445,1.67959,4.25,23.527,2.081,32.106,64831.0,48.73,30322.0,2,9,1.0,6,1.0,3.606,147.851,3.162,1.0,7.071,1.0,1.0,55,4.007,0.0,44,Jiujiang,287
2976191,6421.14,40,9,12999,0.969041,1.25,24.71,3.914,33.029,64831.0,48.73,30322.0,2,1,3.0,0,1.0,5.831,149.094,5.0,2.828,9.22,0.0,1.0,1,0.0,0.0,30,Jiujiang,287
2979205,8651.24,49,178,8280,1.76435,3.75,6.096,2.532,7.521,91123.0,50.06,46215.0,4,6,3.0,6,0.0,34.0,0.0,2.828,2.236,3.606,0.0,0.0,12,2.485,6682.0,39,Dalian,80
2979208,4007.09,27,84,4843,1.40761,0.75,6.029,2.828,7.309,91123.0,50.06,46215.0,4,0,0.0,1,2.0,31.385,0.0,4.243,1.414,3.162,1.0,1.0,79,4.369,6682.0,65,Dalian,80
2979210,4515.56,39,7,4616,0.562173,0.75,6.147,3.476,7.216,91123.0,50.06,46215.0,4,0,0.0,0,3.0,29.682,0.0,4.123,2.828,3.162,2.236,1.0,12,2.485,6682.0,17,Dalian,80
2979223,4360.98,37,23,4398,1.32621,1.0,6.274,2.207,7.901,91123.0,50.06,46215.0,4,0,1.0,2,1.0,34.438,0.0,1.414,3.0,2.236,1.414,1.414,2,0.693,6682.0,9,Dalian,80
2979225,7431.09,45,38,5059,1.35566,2.5,6.046,1.618,7.817,91123.0,50.06,46215.0,4,2,2.0,0,6.0,32.65,0.0,2.236,1.0,3.606,1.414,1.414,88,4.477,6682.0,34,Dalian,80
2979227,13670.8,106,1025,7877,1.82109,25.25,5.39,2.303,6.625,91123.0,50.06,46215.0,4,0,31.0,55,15.0,30.887,0.0,3.606,1.0,2.236,0.0,0.0,391,5.969,6682.0,155,Dalian,80
2979228,12421.5,88,201,8600,1.70012,16.25,5.434,2.51,6.603,91123.0,50.06,46215.0,4,0,18.0,12,35.0,30.017,0.0,3.606,1.414,2.0,1.0,0.0,223,5.407,6682.0,237,Dalian,80
